"AGE","STAGE","YEARS","OD_PROB_1Y","CD_PROB_1Y","OD_PROB_1M","CD_PROB_1M"
"(64,69]","Regional",6,0.0153255792049627,0.0143174543914822,0.00128619128884344,0.00120102303366076
"(64,69]","Regional",7,0.0157646479330935,0.0125047596390603,0.00132330961918969,0.00104808388486122
"(64,69]","Regional",8,0.0161589932112751,0.0112595227674339,0.00135666002460422,0.000943170856510411
"(64,69]","Regional",9,0.0165172559464598,0.0103934594615579,0.00138696949695649,0.000870275144966404
"(64,69]","Regional",10,0.016766933051771,0.00991347252109231,0.00140809847527712,0.00082990029035368
"(64,69]","Distant",0,0.0150839226722781,0.255078222038464,0.00126576841538739,0.0242410220083729
"(64,69]","Distant",1,0.0178614175657449,0.295913870127582,0.00150077753393729,0.0288145907634395
"(64,69]","Distant",2,0.0195388953748147,0.229899703164497,0.00164300737075573,0.0215342967399967
"(64,69]","Distant",3,0.0207998623129156,0.174139747817642,0.00175006905781783,0.0158177071891399
"(64,69]","Distant",4,0.0218297069759098,0.136439912068996,0.00183760123615173,0.0121499030143112
"(64,69]","Distant",5,0.0227019267409269,0.111369362595749,0.00191180210157382,0.00979121838322716
"(64,69]","Distant",6,0.0234583328239961,0.0945069189384997,0.00197619971232188,0.00823884338197578
"(64,69]","Distant",7,0.0241275297401331,0.0829810843317234,0.00203321078959384,0.00719293769738205
"(64,69]","Distant",8,0.024728425764367,0.0749909149857161,0.00208443363555011,0.00647492341217304
"(64,69]","Distant",9,0.0252742277625417,0.0693987257085241,0.00213098511943588,0.00597577114881909
"(64,69]","Distant",10,0.0256545398466466,0.0662870130894053,0.00216343608654623,0.00569921272561691
"(69,74]","Localized",0,0.0159160693703885,0.0159418067260636,0.00133611412132151,0.00133829070360103
"(69,74]","Localized",1,0.0188453210479613,0.0189648129367344,0.00158417362628493,0.0015943070312846
"(69,74]","Localized",2,0.020614229857139,0.0141550375881655,0.00173430010859921,0.00118730922965393
"(69,74]","Localized",3,0.0219438150613759,0.0103869861961362,0.00184730510974662,0.000869730516685374
"(69,74]","Localized",4,0.0230296303363793,0.00797335565537016,0.00193969595999777,0.000666886935294042
"(69,74]","Localized",5,0.0239492043015698,0.00642283662173837,0.00201801515973843,0.000536818510072368
"(69,74]","Localized",6,0.0247466399245183,0.00540305362410809,0.0020859867371007,0.000451373342839845
"(69,74]","Localized",7,0.0254521072794038,0.00471629002323237,0.00214616163639048,0.000393876311346797
"(69,74]","Localized",8,0.0260855489135137,0.0042449713345758,0.0022002269242053,0.000354437739153779
"(69,74]","Localized",9,0.0266608937197363,0.00391738724613488,0.00224936149434962,0.000327036537327352
"(69,74]","Localized",10,0.0270617804929297,0.00373591168201659,0.0022836130514754,0.00031186033059305
"(69,74]","Regional",0,0.0153524354915325,0.0473441842764785,0.00128846125061777,0.004033642861627
"(69,74]","Regional",1,0.0181789153693226,0.0561494195416299,0.00152768041516427,0.00480404090277653
"(69,74]","Regional",2,0.0198859084036778,0.0421140514275974,0.00167245772273494,0.00357912624456569
"(69,74]","Regional",3,0.0211690275682612,0.0310215501466979,0.00178143674167441,0.00262263045592204
"(69,74]","Regional",4,0.0222169421937124,0.0238712959609525,0.0018705363486653,0.00201137716196609
"(69,74]","Regional",5,0.0231044507083882,0.0192594032767747,0.00194606581068291,0.00161929434097152
