,0,1,2,3
0,138.29682741974125,8.179327130671055,140.56200000000032,6.448000000000023
1,138.29682741974125,8.179327130671055,140.56200000000032,6.448000000000023
2,138.29682741974125,8.179327130671055,140.56200000000032,6.448000000000023
3,74.46191253875935,11.001060232122478,73.16482666666676,12.061440000000015
4,23.5801106505219,4.9750703235842595,23.25999999999999,7.00333333333333
5,42.011125933672886,15.055178518519742,42.575283973120015,14.37680271132445
6,42.011125933672886,15.055178518519742,42.575283973120015,14.37680271132445
7,42.011125933672886,15.055178518519742,42.575283973120015,14.37680271132445
8,130.75678601872917,430.5815887688142,150.6937182101976,534.0577281997915
9,53.789852765723175,682.4248584460089,193.9041961218839,2576.085748476457
10,21.712130711432334,35.26315832638793,23.202790400000005,34.4041856
11,21.712130711432334,35.26315832638793,23.202790400000005,34.4041856
12,21.712130711432334,35.26315832638793,23.202790400000005,34.4041856
13,6.069086134712237,34.319037832908364,4.02701904,32.472244960000005
14,7.084061355508498,90.06998117770063,4.455580246913579,84.60602469135799
15,406.57717973911906,315.32826246232725,1216.4332000000045,917.0901333333368
16,406.57717973911906,315.32826246232725,1216.4332000000045,917.0901333333368
17,406.57717973911906,315.32826246232725,1216.4332000000045,917.0901333333368
18,292.9572715631146,240.45475733594566,595.761568000001,448.86416533333426
19,269.9183177493959,260.1851477045361,543.4989759999991,521.6752906666658
20,9.53797039017376,0.06477630658111089,276.41352000000103,13.598080000000067
21,1315.328164830471,138.0753290779391,777.0239999999984,85.4359999999998
22,219.54336839480385,18.48270918592782,288.1049102222226,24.132600888888913
