"AGE","STAGE","YEARS","OD_PROB_1Y","CD_PROB_1Y","OD_PROB_1M","CD_PROB_1M"
"(29,39]","Distant",7,0.00414167521141984,0.0837185248562299,0.00034579650721589,0.00725949449869312
"(29,39]","Distant",8,0.00422252537455603,0.0752102998538766,0.000352559953632481,0.00649456178370156
"(29,39]","Distant",9,0.00429711767290064,0.0692992912122556,0.000358800350557908,0.00596692064708348
"(29,39]","Distant",10,0.00434983984167414,0.0660301398527787,0.000363211349398873,0.00567642047346262
"(39,44]","Localized",0,0.00246128486186681,0.0193165416458034,0.000205338815327138,0.00162414164452263
"(39,44]","Localized",1,0.00292697912487072,0.0224982026399967,0.000244242759991131,0.00189446559648498
"(39,44]","Localized",2,0.00317575478835874,0.0161367452216669,0.000265032222700579,0.00135477815071883
"(39,44]","Localized",3,0.00334440240377154,0.0116208648712386,0.000279128321266753,0.000973601977974026
"(39,44]","Localized",4,0.00347067605218521,0.00878308974412711,0.000289684101800636,0.000734887206817025
"(39,44]","Localized",5,0.00357422873875735,0.00698479566942201,0.000298341450302941,0.000583938070350509
"(39,44]","Localized",6,0.00366424085337458,0.00581500682230596,0.000305867432066176,0.000485880239041947
"(39,44]","Localized",7,0.00374460218611294,0.00503465230631128,0.000312587031199629,0.00042052562667716
"(39,44]","Localized",8,0.00381771590311653,0.00450361925671849,0.000318701035817437,0.000376078523194434
"(39,44]","Localized",9,0.00388517106791497,0.00413739243052136,0.000324342218892659,0.000345438249136576
"(39,44]","Localized",10,0.00393284897168167,0.00393578664771455,0.000328329667934502,0.000328575360495909
"(39,44]","Regional",0,0.00244106602208916,0.0546646170946523,0.000203650117270415,0.00467367024636256
"(39,44]","Regional",1,0.00290294029265481,0.0634767782168618,0.000242234156238141,0.00545017370486833
"(39,44]","Regional",2,0.00314967602854366,0.0458036967408558,0.000262852673028169,0.00389953200834048
"(39,44]","Regional",3,0.00331694104380931,0.0331266583063677,0.000276832865336751,0.00280337757576177
"(39,44]","Regional",4,0.00344217963304128,0.0251044326400532,0.000287301851212618,0.00211650072373271
"(39,44]","Regional",5,0.00354488360049832,0.0199983315642348,0.000295888015548473,0.00168200091771242
"(39,44]","Regional",6,0.00363415804601619,0.0166674604634418,0.000303352116189926,0.00139967999692492
"(39,44]","Regional",7,0.00371386085598602,0.014441363926916,0.00031001646493789,0.00121148683604899
"(39,44]","Regional",8,0.00378637548691263,0.0129246199936668,0.00031608019885454,0.00108348507334477
"(39,44]","Regional",9,0.00385327797003632,0.0118777102830099,0.000321674999142596,0.000995238910629026
"(39,44]","Regional",10,0.00390056525601046,0.011301083127524,0.000325629662842331,0.000946670423423224
"(39,44]","Distant",0,0.00379680547413164,0.275918047973045,0.000316952396366754,0.026545530305504
"(39,44]","Distant",1,0.00451461822502164,0.313835105739459,0.00037699890888665,0.0308990010672653
"(39,44]","Distant",2,0.00489800187520861,0.236062788380952,0.000409086001429526,0.0221892548060272
"(39,44]","Distant",3,0.00515787206682161,0.175906994078699,0.000430842144691246,0.0159933826613755
"(39,44]","Distant",4,0.00535243229115434,0.135857512134095,0.00044713399545715,0.0120944015616983
"(39,44]","Distant",5,0.00551197445384199,0.109539178058684,0.000460495725795651,0.00962142939734267
"(39,44]","Distant",6,0.00565064752577848,0.0920168119268359,0.000472111256386021,0.00801185065244958
"(39,44]","Distant",7,0.00577444680488537,0.0801482280205731,0.000482482183318256,0.00693771709427193
"(39,44]","Distant",8,0.00588707617690132,0.0719884485944656,0.000491918411972936,0.00620658397533447
"(39,44]","Distant",9,0.00599098474234572,0.0663214865218879,0.000500624869779753,0.0057022719759422
"(39,44]","Distant",10,0.00606442592292467,0.0631879960485716,0.000506778980625455,0.00542462106634456
"(44,49]","Localized",0,0.00304437729851426,0.0189908795227463,0.000254052793284165,0.00159651773561298
"(44,49]","Localized",1,0.00362019684225845,0.0221195076290822,0.000302184800734184,0.00186224822282843
"(44,49]","Localized",2,0.0039277757072933,0.015864257528566,0.000327905366985792,0.00133173260423147
"(44,49]","Localized",3,0.00413627626804736,0.011424189850586,0.000345344881476639,0.000957037347648626
"(44,49]","Localized",4,0.00429238403285925,0.00863423211180292,0.00035840432116474,0.000722382543801858
"(44,49]","Localized",5,0.00442039915214365,0.00686631025013384,0.000369115027254785,0.000574001183584194
"(44,49]","Localized",6,0.00453167242203445,0.00571630776451792,0.000378426010159028,0.000477611605769535
"(44,49]","Localized",7,0.00463101334858707,0.00494916534263801,0.000386739339748754,0.000413368957891902
"(44,49]","Localized",8,0.00472139327889476,0.00442712901012876,0.000394303430564791,0.000369678132633333
"(44,49]","Localized",9,0.00480477696237702,0.00406710952979905,0.000401282548873172,0.000339559229510344
"(44,49]","Localized",10,0.00486371247512529,0.0038689218173884,0.000406215706765911,0.000322983284302691
"(44,49]","Regional",0,0.00301937575367273,0.0537595972084339,0.000251963523940191,0.00459429849422499
"(44,49]","Regional",1,0.00359047497698151,0.0624307413544439,0.000299699764618078,0.00535765032004731
"(44,49]","Regional",2,0.00389553355521832,0.0450418613109872,0.000325208850546876,0.00383328191987342
"(44,49]","Regional",3,0.0041023261127503,0.0325720649722692,0.000342504976469593,0.00275572455196171
"(44,49]","Regional",4,0.00425715530085191,0.0246824253269674,0.000355457042410579,0.00208051134684162
"(44,49]","Regional",5,0.00438412208092076,0.0196612905963993,0.000366079686906273,0.00165339373528883
"(44,49]","Regional",6,0.0044944842227449,0.0163860858637915,0.000375314117261327,0.0013758711707933
"(44,49]","Regional",7,0.00459301181140004,0.0141972977367629,0.000383559097353436,0.00119087730270107
"(44,49]","Regional",8,0.00468265184079231,0.0127060219852949,0.000391060999159754,0.00106505191514694
"(44,49]","Regional",9,0.00476535295794567,0.0116767140610152,0.000397982738288727,0.000978306335000512
"(44,49]","Regional",10,0.00482380606780042,0.0111097897185032,0.000402875338210484,0.000930563786666783
"(44,49]","Distant",0,0.00469554489581192,0.271927876342492,0.0003921400594874,0.0260996237949156
"(44,49]","Distant",1,0.00558279397346739,0.309421912317205,0.000466427523215573,0.0303811136172167
"(44,49]","Distant",2,0.00605661135548774,0.232553257883644,0.000506124127732543,0.0218157018413555
"(44,49]","Distant",3,0.00637775591123457,0.173188567276425,0.000533039607683361,0.015723296417985
"(44,49]","Distant",4,0.00661817814154775,0.133707016067134,0.000553194880482999,0.0118897605657711
"(44,49]","Distant",5,0.00681531947789693,0.107778943744982,0.000569725130857179,0.0094584313151711
"(44,49]","Distant",6,0.0069866674259228,0.0905236649215502,0.00058409505562107,0.00787601215004297
"(44,49]","Distant",7,0.00713963214994739,0.0788392160188741,0.000596925210015531,0.00682002753908439
"(44,49]","Distant",8,0.00727879156111055,0.0708075219506605,0.000608598996429066,0.00610125903056047
"(44,49]","Distant",9,0.0074071726474545,0.0652302230158446,0.000619369942504111,0.00560548098587887
"(44,49]","Distant",10,0.00749790875705103,0.0621465584944744,0.000626983311868834,0.00533253030496639
"(49,54]","Localized",0,0.00432781190669862,0.0203882635406056,0.000361368356768144,0.00171510860957358
"(49,54]","Localized",1,0.00514575560043828,0.0237443025833325,0.000429827647168368,0.00200055802946475
"(49,54]","Localized",2,0.00558258530621758,0.0170335813814142,0.000466410044812071,0.00143066907886247
"(49,54]","Localized",3,0.00587866959953143,0.0122682878164191,0.000491214064638812,0.00102815146326618
"(49,54]","Localized",4,0.00610033558659484,0.00927315677144958,0.000509788235004804,0.000776067050420992
"(49,54]","Localized",5,0.00628210032699594,0.00737489755402598,0.000525021773739809,0.000616661999090273
"(49,54]","Localized",6,0.00644008580751787,0.00613997798749844,0.000538264469171157,0.000513110411062279
"(49,54]","Localized",7,0.00658112347637407,0.0053161301163146,0.000550088192067144,0.00044409394580347
"(49,54]","Localized",8,0.00670943374979649,0.0047554790249601,0.000560846265919235,0.000397156303497792
"(49,54]","Localized",9,0.00682780724942433,0.00436881635417419,0.000570772328582159,0.000364799071211785
"(49,54]","Localized",10,0.00691147100540945,0.00415595735325669,0.000577788502966303,0.00034699123011761
"(49,54]","Regional",0,0.00429229303591816,0.0576389568096475,0.000358396708126318,0.00493501632913473
"(49,54]","Regional",1,0.00510354098909649,0.0669133931762707,0.000426293155730839,0.0057548152681216
"(49,54]","Regional",2,0.00553679702526766,0.0483083154258993,0.000462574804338756,0.00411767879862368
"(49,54]","Regional",3,0.00583045996620457,0.0349508248257561,0.000487174913043287,0.00296029467874515
"(49,54]","Regional",4,0.00605031365838993,0.0264929167366701,0.000505596390482976,0.0022350134727056
"(49,54]","Regional",5,0.00623059262911019,0.021107471931718,0.000520704700767594,0.00177620565396153
"(49,54]","Regional",6,0.00638728693516544,0.0175935277583128,0.00053383853516431,0.0014780843404949
"(49,54]","Regional",7,0.00652717211276699,0.0152447071956331,0.000545565062840869,0.00127935612328511
"(49,54]","Regional",8,0.00665443403891874,0.0136441752313996,0.000556234702479896,0.00114418762033053
"(49,54]","Regional",9,0.0067718404986794,0.0125393516541034,0.000566079171119838,0.00105100004360281
"(49,54]","Regional",10,0.00685482084181899,0.0119307981043021,0.00057303767177197,0.000999711728482566
"(49,54]","Distant",0,0.0066727379074234,0.288904724364125,0.000557769401848818,0.0280125680079595
"(49,54]","Distant",1,0.00793209709509213,0.328170439503199,0.000663423464849822,0.0326025779339698
"(49,54]","Distant",2,0.00860443793721999,0.247507480139307,0.000719879915386135,0.0234184489828924
"(49,54]","Distant",3,0.00906006099664947,0.184796420601895,0.000758158531101949,0.0168823196846091
"(49,54]","Distant",4,0.00940111873241711,0.142901960206731,0.000786822640676199,0.0127680354380116
"(49,54]","Distant",5,0.00968075311474181,0.115311552406993,0.000810331190460478,0.0101580328275371
"(49,54]","Distant",6,0.00992378191485288,0.0969168064386707,0.000830767292619439,0.00845906899010296
"(49,54]","Distant",7,0.010140722176581,0.0844459925655324,0.000849013514697017,0.0073251993438207
"(49,54]","Distant",8,0.010338070963793,0.0758669324531331,0.000865615138466391,0.00655336618505908
"(49,54]","Distant",9,0.0105201241151209,0.0699062892720501,0.000880932734634632,0.00602096206114722
"(49,54]","Distant",10,0.010648788117497,0.0666095391209711,0.000891759830362271,0.00572783846266223
"(54,59]","Localized",0,0.00573773386800758,0.0211319238975464,0.000479406539635296,0.00177828358155674
"(54,59]","Localized",1,0.00682123449342897,0.0246088292023302,0.000570221149863159,0.00207423642768934
"(54,59]","Localized",2,0.00739976791144537,0.0176559854384942,0.000618748663547275,0.00148337468123549
"(54,59]","Localized",3,0.00779185213561229,0.0127176969100604,0.000651651518826291,0.00106603630225566
"(54,59]","Localized",4,0.00808536430278173,0.00961338347108687,0.000676290222992759,0.000804666943520438
"(54,59]","Localized",5,0.00832602650873282,0.00764574724636757,0.000696497455560552,0.000639389321395734
"(54,59]","Localized",6,0.00853519254755608,0.00636561971238581,0.000714063760118622,0.000532022314479796
"(54,59]","Localized",7,0.00872191122625599,0.00551157978171324,0.000729747747379772,0.000460462669397033
"(54,59]","Localized",8,0.00889177268091934,0.00493036725140672,0.000744018114839706,0.00041179532321467
"(54,59]","Localized",9,0.00904847314275614,0.0045295169969044,0.000757184791763899,0.000378245642180142
"(54,59]","Localized",10,0.00915922186254192,0.00430884523754949,0.000766491547994907,0.000359781518425084
"(54,59]","Regional",0,0.00569067670550516,0.059699234672938,0.000475464455779617,0.00511649025950256
"(54,59]","Regional",1,0.00676532143510578,0.0692928229246385,0.000565532523168155,0.00596634494541803
"(54,59]","Regional",2,0.00733913020998278,0.0500439940471012,0.000613661143306632,0.0042691615256566
"(54,59]","Regional",3,0.00772801400818612,0.0362157488695206,0.00064629354982404,0.00306926475523006
"(54,59]","Regional",4,0.0080191311806882,0.027456105328138,0.000670729739145171,0.00231731658330447
"(54,59]","Regional",5,0.00825783016464399,0.0218770712834286,0.000690770884510306,0.00184162902153229
"(54,59]","Regional",6,0.00846529030107179,0.0182362017446366,0.000708192810878638,0.00153253537216103
"(54,59]","Regional",7,0.00865048645615429,0.0158022728053162,0.000723747892922844,0.00132649108565797
"(54,59]","Regional",8,0.00881896309199259,0.0141436236932128,0.000737900975318895,0.00118634556539721
"(54,59]","Regional",9,0.00897438624240243,0.012998624808589,0.000750959439647425,0.00108972633698934
"(54,59]","Regional",10,0.00908423233880529,0.0123679219154768,0.000760189707557646,0.00103654917734275
"(54,59]","Distant",0,0.00884319422272206,0.297787125133293,0.000739936721982026,0.0290301775704987
"(54,59]","Distant",1,0.0105100158194871,0.337950230790334,0.00088008217467006,0.0337840111461474
"(54,59]","Distant",2,0.0113996078420228,0.255355183885125,0.00095496718077126,0.0242712594194094
"(54,59]","Distant",3,0.0120023427817192,0.190913959842134,0.00100573994369046,0.0174992460125203
"(54,59]","Distant",4,0.0124534622189114,0.147760763405199,0.00104375960780534,0.0132356282246991
"(54,59]","Distant",5,0.0128232987024438,0.119298641112658,0.0010749407453412,0.0105305522319927
"(54,59]","Distant",6,0.0131446939730687,0.10030446069917,0.00110204647239742,0.00876955966081705
"(54,59]","Distant",7,0.0134315664867355,0.0874191236095645,0.00112624746648604,0.00759423081621247
"(54,59]","Distant",8,0.0136925142313756,0.0785511371583298,0.0011482670115649,0.00679414776893539
"(54,59]","Distant",9,0.0139332219897439,0.0723879620239067,0.00116858338204595,0.00624224374858418
"(54,59]","Distant",10,0.0141033307447915,0.0689785681529463,0.00118294375199646,0.00593837951811682
"(59,64]","Localized",0,0.0083020489802258,0.0217654072767404,0.000694483977733196,0.00183213357808176
"(59,64]","Localized",1,0.00986738072770532,0.0253451856092149,0.000826024151088345,0.00213703887332173
"(59,64]","Localized",2,0.0107028733496107,0.0181862391391593,0.000896311496344504,0.00152830108208724
"(59,64]","Localized",3,0.0112689799879129,0.0131006317405439,0.000943967184628747,0.00109832988793046
"(59,64]","Localized",4,0.0116926987081507,0.00990331557576596,0.000979652818134946,0.000829046116831433
"(59,64]","Localized",5,0.012040080423641,0.00787657320616664,0.00100891980511686,0.000658762692671067
"(59,64]","Localized",6,0.0123419685481355,0.00655792629616836,0.00103436160890558,0.000548143378711674
"(59,64]","Localized",7,0.0126114343838302,0.00567815943787275,0.00105707702670232,0.000474415885041823
"(59,64]","Localized",8,0.0128565526798732,0.00507942548150098,0.00107774493296464,0.000424274104794731
"(59,64]","Localized",9,0.0130826623084068,0.00466648488543642,0.00109681423644015,0.00038970795392157
"(59,64]","Localized",10,0.01324245657518,0.00443915513052284,0.00111029314720146,0.000370684399268795
"(59,64]","Regional",0,0.00823404821345541,0.0614519502429732,0.000688773955702215,0.00527116056964494
"(59,64]","Regional",1,0.00978662196067492,0.0713163631964487,0.000819233053917068,0.00614662670780441
"(59,64]","Regional",2,0.0106153132872639,0.0515210640692202,0.000888942793998981,0.00439827393994263
"(59,64]","Regional",3,0.011176814827577,0.0372927171797101,0.000936206881785195,0.00316214628677958
"(59,64]","Regional",4,0.0115970884605466,0.0282764176156063,0.000971599288318137,0.00238747005140194
"(59,64]","Regional",5,0.0119416468599072,0.0225326342248264,0.0010006257977685,0.00189739542146539
"(59,64]","Regional",6,0.012241082222905,0.0187837136461519,0.00102585856002291,0.00157894950649839
"(59,64]","Regional",7,0.0125083593555033,0.0162773172422926,0.0010483873419902,0.00136666926548568
"(59,64]","Regional",8,0.012751487229413,0.0145691760711872,0.00106888543897554,0.00122228146606151
"(59,64]","Regional",9,0.0129757612312408,0.0133899609913884,0.00108779807052473,0.00112273716480171
"(59,64]","Regional",10,0.0131342584944379,0.0127403929838582,0.00110116624138623,0.00106794998302107
"(59,64]","Distant",0,0.012786453539515,0.305271222160328,0.00107183382715514,0.0298967919643534
"(59,64]","Distant",1,0.0151908102088522,0.346174474713646,0.00127480112677192,0.0347899780551693
"(59,64]","Distant",2,0.0164732852888726,0.26198026239898,0.00138324897990161,0.0249976449017986
"(59,64]","Distant",3,0.0173419202931051,0.19609256197735,0.00145677560452262,0.0180248357536816
"(59,64]","Distant",4,0.0179918981391105,0.151880869562372,0.0015118327189565,0.0136340502252328
"(59,64]","Distant",5,0.0185246632223035,0.122683222134488,0.00155698611028221,0.0108479936308944
"(59,64]","Distant",6,0.0189875739525458,0.103182212376294,0.00159623738758208,0.00903415893731363
"(59,64]","Distant",7,0.0194007038624692,0.0899459284042712,0.0016312819735318,0.00782350762823836
"(59,64]","Distant",8,0.0197764522571703,0.0808331159255127,0.00166316735083727,0.00699935461201406
"(59,64]","Distant",9,0.0201230167844886,0.0744982213604736,0.00169258616829659,0.00643083519543186
"(59,64]","Distant",10,0.0203679118789889,0.070993285736466,0.00171338032596746,0.0061178188676414
"(64,69]","Localized",0,0.0124503852817262,0.0240565930807836,0.00104350023427247,0.00202716576545037
"(64,69]","Localized",1,0.0147920226666076,0.0280077795409176,0.00124110549049472,0.00236449002886918
"(64,69]","Localized",2,0.0160411053230071,0.0201045394702654,0.00134668877513255,0.00169101744413769
"(64,69]","Localized",3,0.0168871477242371,0.0144864627741734,0.00141827342175649,0.00121529560278089
"(64,69]","Localized",4,0.0175202330277578,0.0109528029355377,0.00147187646436475,0.00091734785325237
"(64,69]","Localized",5,0.0180391601241209,0.00871222611198597,0.00151583740195382,0.000728934150994176
"(64,69]","Localized",6,0.018490053306299,0.00725419142633166,0.00155405213688353,0.000606535234407679
"(64,69]","Localized",7,0.018892462771738,0.00628131396077913,0.00158817130376943,0.000524955863596355
"(64,69]","Localized",8,0.0192584646409606,0.00561916020730802,0.00161921471445603,0.000469473686057431
"(64,69]","Localized",9,0.0195960429317651,0.00516245489175182,0.00164785672063872,0.000431225862201012
"(64,69]","Localized",10,0.0198345899289105,0.00491102340970528,0.00166810181681065,0.000410176030865461
"(64,69]","Regional",0,0.0123486182827961,0.0677733655721309,0.00103492209954081,0.00583120910612323
"(64,69]","Regional",1,0.0146712581632639,0.0786093097010611,0.00123090393501457,0.00679937314316958
"(64,69]","Regional",2,0.015910225681451,0.0568521357242444,0.00133561993369546,0.00486580730550457
"(64,69]","Regional",3,0.016749424133394,0.0411836681271177,0.00140661661897545,0.00349851114118116
"(64,69]","Regional",4,0.0173773920613011,0.0312419807952768,0.00145977941976572,0.00264154001532946
"(64,69]","Regional",5,0.0178921270313235,0.0249035510566185,0.00150337932366951,0.00209936747931228
"(64,69]","Regional",6,0.0183393795121956,0.020764367065655,0.00154128022901712,0.00174705362562289
"(64,69]","Regional",7,0.0187385411813284,0.0179961137814583,0.00157511921029818,0.00151218991876612
"(64,69]","Regional",8,0.0191015902647014,0.0161090829954533,0.00160590770166402,0.00135243836129506
"(64,69]","Regional",9,0.0194364460698696,0.0148061680693732,0.00163431451513418,0.00124230049535035
"(64,69]","Regional",10,0.0196730698161395,0.0140883893803332,0.00165439337353479,0.00118168232957172
"(64,69]","Distant",0,0.0191537997777954,0.33171872075038,0.00161033620487638,0.0330293895043068
"(64,69]","Distant",1,0.0227416041425494,0.375118473740831,0.00191517895287163,0.0384250511795311
"(64,69]","Distant",2,0.024653526159032,0.285488141036526,0.00207804730743599,0.0276242485740754
"(64,69]","Distant",3,0.0259477809802519,0.214574667512915,0.00218846546159412,0.019926284510476
"(64,69]","Distant",4,0.026915863311103,0.166638757299555,0.00227114446626586,0.0150758759280819
"(64,69]","Distant",5,0.0277091277641232,0.134834395427258,0.00233894938658208,0.0119969837293888
"(64,69]","Distant",6,0.0283982063036919,0.113529219644609,0.00239789010151914,0.00999200443492776
"(64,69]","Distant",7,0.0290130441808163,0.099040142533161,0.00245051295737697,0.00865355521483713
"(64,69]","Distant",8,0.0295721361740863,0.0890517367268083,0.00249839114708739,0.00774230396714659
"(64,69]","Distant",9,0.0300877087290196,0.0821019352267082,0.00254256493763794,0.00711365524060448
"(64,69]","Distant",10,0.0304519757595088,0.0782546063568998,0.00257378798565833,0.00676751645779927
"(69,74]","Localized",0,0.0178504273083473,0.0248314823984361,0.00149984642745693,0.00209322151262592
"(69,74]","Localized",1,0.0211967382356999,0.0289080452416948,0.00178379173301446,0.00244152412679088
"(69,74]","Localized",2,0.022980314048045,0.0207534863140212,0.00193549765022638,0.00174612929182816
"(69,74]","Localized",3,0.0241878225412536,0.0149554520106658,0.00203834909052569,0.00125491297464564
"(69,74]","Localized",4,0.0250910919934337,0.0113080496047357,0.00211536279606783,0.000947257044942695
"(69,74]","Localized",5,0.0258312935770835,0.00899513206249036,0.00217852194062096,0.000752702620266943
"(69,74]","Localized",6,0.0264743120832954,0.00748993070399251,0.00223342446619446,0.000626313874020124
"(69,74]","Localized",7,0.0270480788258463,0.00648554103415533,0.00228244217466911,0.000542074985251273
"(69,74]","Localized",8,0.0275698451628863,0.00580192129511625,0.00232704042432486,0.000484783939863842
"(69,74]","Localized",9,0.0280510157652583,0.00533040165638332,0.00236818817850759,0.000445289073924604
"(69,74]","Localized",10,0.0283909874013213,0.0050708113823037,0.00239727243011645,0.00042355290733509
"(69,74]","Regional",0,0.0177049186252546,0.0699049872099414,0.00148751967485516,0.00602084610315312
"(69,74]","Regional",1,0.0210242450758116,0.0810666836988315,0.00176913339387752,0.00702038452239706
"(69,74]","Regional",2,0.022793476337362,0.0586511581889457,0.00191959386419138,0.00502412781721995
"(69,74]","Regional",3,0.0239912884243736,0.0424981037186698,0.00202160104094085,0.00361242422922503
"(69,74]","Regional",4,0.0248873125080654,0.0322444697935702,0.00209798263047623,0.00272758794077399
"(69,74]","Regional",5,0.0256215818247477,0.0257053608802906,0.00216062341119805,0.00216777338271179
"(69,74]","Regional",6,0.0262594506519435,0.0214343784009585,0.00221507536369425,0.00180399009452403
"(69,74]","Regional",7,0.0268286252507322,0.0185776505449389,0.00226369081532773,0.00156147816841667
"(69,74]","Regional",8,0.0273462180260768,0.0166301588243972,0.00230792309286909,0.00139652331801488
"(69,74]","Regional",9,0.0278235418128542,0.015285427060739,0.00234873320404061,0.00128279763315031
