"AGE","STAGE","YEARS","OD_HAZARD","OD_LOWER","OD_UPPER","CD_HAZARD","CD_LOWER","CD_UPPER"
"(29,39]","Localized",2,0.00227953945031572,0.0016105975301013,0.00322631821229351,0.0170256564504064,0.0155621170923748,0.0186268345345866
"(29,39]","Localized",3,0.00240079677534435,0.00169678339323875,0.00339691277129393,0.0122330366727417,0.0111830269375648,0.0133816351534267
"(29,39]","Localized",4,0.00249160072981289,0.00176125343125214,0.00352480460172766,0.0092325494844372,0.00843705519519487,0.0101030477845507
"(29,39]","Localized",5,0.00256607452460649,0.00181390736506839,0.00363014043274537,0.00733558833341826,0.00669863791937468,0.00803310453508714
"(29,39]","Localized",6,0.00263081639770599,0.00185949473790848,0.00372208363073021,0.00610345988822773,0.00556847452655724,0.00668984376263052
"(29,39]","Localized",7,0.0026886218173456,0.00190007930609804,0.0038044134603331,0.00528232512102762,0.00481504249740934,0.00579495609964658
"(29,39]","Localized",8,0.00274121794163136,0.00193693657255216,0.00387946405818301,0.00472390917875288,0.00430279330319515,0.00518623995153699
"(29,39]","Localized",9,0.00278974687302111,0.00197090717143077,0.00394878446872621,0.00433897127363736,0.00394995789174144,0.00476629687624008
"(29,39]","Localized",10,0.00282404953086625,0.00199490898243525,0.00399780432240585,0.00412712555752158,0.00375598608667893,0.00453493835559137
"(29,39]","Regional",0,0.0017515388182776,0.00123650575206126,0.00248109524845889,0.0588323577034159,0.0538397096973309,0.0642880086019364
"(29,39]","Regional",1,0.00208342975843758,0.00147150175988637,0.00294982968539368,0.0686337707945747,0.0628547301214884,0.0749441535492741
"(29,39]","Regional",2,0.00226079070146761,0.00159720932060439,0.00320006561284734,0.0490684083142834,0.044953521353925,0.0535599577224239
"(29,39]","Regional",3,0.00238105070963355,0.00168259865641699,0.00336943243999283,0.0352559468194464,0.0322995285542855,0.0384829700948773
"(29,39]","Regional",4,0.00247110782002511,0.00174645576325779,0.00349643774969012,0.0266084605432866,0.0243652330765232,0.0290582155571542
"(29,39]","Regional",5,0.00254496908298725,0.00179860343885453,0.00360105373795896,0.0211413665380914,0.0193425436500347,0.0231074781726692
"(29,39]","Regional",6,0.00260917846733402,0.0018437525544075,0.00369236764885857,0.0175903386044337,0.0160774887204381,0.019245544964388
"(29,39]","Regional",7,0.00266650844914135,0.00188394791316618,0.00377413158500279,0.0152238057100696,0.0139009986878126,0.0166724907565066
"(29,39]","Regional",8,0.00271867198099074,0.00192045303582755,0.00384866342358811,0.0136144356664206,0.0124213653014373,0.014922100739478
"(29,39]","Regional",9,0.00276680177177935,0.00195410051177531,0.00391750169087111,0.0125050340783601,0.0114022993619127,0.013714416252003
"(29,39]","Regional",10,0.00280082229723294,0.00197787493432056,0.00396617875304234,0.011894488920922,0.0108421172177763,0.0130490072970225
"(29,39]","Distant",0,0.00272617512363669,0.00191845665196364,0.00387396337492115,0.337879478445468,0.309550606217802,0.368800934173708
"(29,39]","Distant",1,0.00324274536197961,0.00228142079705597,0.00460914423074599,0.394169868165428,0.361087212752297,0.430283543177129
"(29,39]","Distant",2,0.00351879804533874,0.00247555449626954,0.00500168334253347,0.281804246108205,0.258121494393524,0.307659900367582
"(29,39]","Distant",3,0.00370597622215627,0.00260743634078912,0.00526734231158247,0.202478047599375,0.185397344350519,0.221132404699571
"(29,39]","Distant",4,0.00384614522754405,0.00270608054497946,0.00546651619133273,0.152814762514277,0.13981658592654,0.167021335900658
"(29,39]","Distant",5,0.00396110627527338,0.00278664092928347,0.00563056502425084,0.121416753948993,0.110970720649688,0.132846117238263
"(29,39]","Distant",6,0.00406104469769575,0.00285638486757505,0.00577376118817627,0.101022883755688,0.0922234424289643,0.110661927437708
