"AGE","STAGE","YEARS","OD_HAZARD","OD_LOWER","OD_UPPER","CD_HAZARD","CD_LOWER","CD_UPPER"
"(29,39]","Distant",7,0.00415027570337529,0.00291847062522233,0.00590199138096476,0.0874316742362135,0.0797288016772727,0.0958787537971958
"(29,39]","Distant",8,0.00423146541005201,0.00297485013856407,0.00601889128730072,0.0781889185112923,0.0712358966211918,0.0858205975427363
"(29,39]","Distant",9,0.00430637681765803,0.00302680988762813,0.00612687352154773,0.071817526226623,0.0653872816908431,0.078880128321534
"(29,39]","Distant",10,0.00435932791940741,0.00306351937741529,0.00620323803042451,0.0683111109236268,0.0621725479281505,0.0750557606391291
"(39,44]","Localized",0,0.00246431880273669,0.00188310140626385,0.00322492899235882,0.0195055439085392,0.0178340130881609,0.0213337509395771
"(39,44]","Localized",1,0.00293127110534022,0.00224147690131009,0.00383334325944547,0.0227551483928454,0.0208216920013531,0.0248681417713691
"(39,44]","Localized",2,0.00318080819936239,0.00243333040190282,0.00415789854065985,0.0162683603081373,0.0148938184220152,0.0177697580399602
"(39,44]","Localized",3,0.00335000741792839,0.00256377184316459,0.00437735900821361,0.011688914834768,0.0107029473363752,0.0127657107745211
"(39,44]","Localized",4,0.00347671282013939,0.00266131597970473,0.00454193794877215,0.00882188842545018,0.00807491070088212,0.0096379662786591
"(39,44]","Localized",5,0.00358063155560338,0.00274088299472956,0.00467766131062961,0.00700930354302832,0.00641110133797252,0.00766332270102737
"(39,44]","Localized",6,0.00367097062859835,0.0028096877910125,0.00479627146543775,0.0058319798051359,0.0053294148659123,0.00638193706712706
"(39,44]","Localized",7,0.00375163076050868,0.00287088838870107,0.00490257073558979,0.00504736886850262,0.00460829015180352,0.00552828332829333
"(39,44]","Localized",8,0.00382502198142379,0.00292643679590734,0.00499952475322015,0.0045137911014899,0.00411800423701403,0.004947617704555
"(39,44]","Localized",9,0.00389273795047596,0.0029776182501174,0.00508910394768937,0.0041459751200668,0.00378029846533299,0.00454702454970619
"(39,44]","Localized",10,0.00394060295904979,0.00301377576369971,0.00515245754774052,0.00394355223848536,0.00359464585701892,0.00432632444926301
"(39,44]","Regional",0,0.00244405028125627,0.00186781424647034,0.00319806041101741,0.0562155119060645,0.0515339828061742,0.0613223525109706
"(39,44]","Regional",1,0.00290716199604092,0.00222309425652308,0.00380172405887645,0.0655809610539627,0.0601627362080033,0.071487149253844
"(39,44]","Regional",2,0.00315464669816284,0.00241320431949678,0.00412389278433319,0.0468858600858533,0.0430288850932506,0.051088562492842
"(39,44]","Regional",3,0.0033224542875321,0.00254240991278599,0.00434182642422206,0.0336877727759854,0.0309170674330112,0.0367067815082792
"(39,44]","Regional",4,0.00344811756355247,0.00263899620510315,0.00450531710169452,0.025424924121073,0.0233224499069984,0.0277169332399788
"(39,44]","Regional",5,0.00355118158853028,0.00271777065777073,0.00464015999629301,0.0202010048334939,0.0185146254784264,0.0220409870566247
"(39,44]","Regional",6,0.00364077764100393,0.0027858901655794,0.00475799872792246,0.0168079255676648,0.0153891697313908,0.0183574803164173
"(39,44]","Regional",7,0.0037207743597169,0.00284648310563587,0.00486360233620421,0.0145466553535783,0.0133057102968262,0.0159033368623018
"(39,44]","Regional",8,0.00379356195275077,0.00290148261247581,0.00495991679500198,0.0130088696114856,0.0118893191369484,0.0142338423322503
"(39,44]","Regional",9,0.00386072097171525,0.00295216119284404,0.00504889994002336,0.0119488138765682,0.0109138173356446,0.0130819630652901
"(39,44]","Regional",10,0.00390819230031822,0.00298796526471858,0.00511182885444461,0.0113654255864001,0.0103775891182563,0.0124472936139624
"(39,44]","Distant",0,0.00380403163672396,0.00289409386971772,0.00500006473470916,0.322850699594915,0.2961518738394,0.351956521996347
"(39,44]","Distant",1,0.00452483989009294,0.00344139700650084,0.00594937929675929,0.376637309498459,0.345451187716391,0.410638805860133
"(39,44]","Distant",2,0.00491003639922249,0.00373419930648763,0.0064561249881459,0.269269676937587,0.246945715434211,0.293611731184252
"(39,44]","Distant",3,0.00517121980602005,0.00393321837325781,0.0067988887865892,0.193471884178432,0.177371690968904,0.211033511035313
"(39,44]","Distant",4,0.00536680787604541,0.00408203060296999,0.00705595562327315,0.146017607263851,0.13376438637467,0.159393269139193
"(39,44]","Distant",5,0.00552722143816828,0.00420341474293302,0.00726794256177658,0.116016172794296,0.106166822615742,0.126779281397945
"(39,44]","Distant",6,0.00566667283192608,0.00430837687770084,0.00745319688984959,0.0965294158901797,0.0882305391963487,0.105608885591595
"(39,44]","Distant",7,0.00579118338359191,0.00440173390438331,0.00761922594789406,0.0835427393335223,0.0762763021010046,0.091501417268316
"(39,44]","Distant",8,0.00590447332234044,0.00448646303134968,0.00777066592865704,0.0747110986381336,0.0681507068265436,0.0819030166958333
"(39,44]","Distant",9,0.00600900269098374,0.00456452459280054,0.00791059677672764,0.0686231039899735,0.062555060256409,0.0752797690864451
"(39,44]","Distant",10,0.00608288923792917,0.00461966742121761,0.00800956824531797,0.0652726529982441,0.0594793933625061,0.0716301728812667
"(44,49]","Localized",0,0.00304902084194248,0.00255700882452017,0.00363570598457173,0.0191735223374091,0.0179259318546973,0.0205079566264276
